 	Issue
Subsequently, by another letter of the Government dated 7.9.1988, the appellant was informed that in supressession of its aforesaid letter dated 20.7.1988, the Government had decided to approve the transfer of the distillery of the appellant to a place near the existing site in Saharanpur and that it had no objection to the working of the appellants bottling plant at a place owned by the appellant in any other district provided this did not result in reduction in the number of workers working in the district of Saharanpur.	Facts
Consequent to the above order of the Government dated 7.9.1988, the Assistant Commissioner of Excise informed the appellant the sanction of the Government for shifting of the site of the distillery of the appellant.	Facts
This was done by its letter dated 27.9.1988.	Facts
In the said letter it was made clear that the permission to shift the distillery at Saharanpur was given on a condition that the shifting shall be done to some place near Saharanpur city with installation of necessary pollution control devices.	Facts
Based on this permission, the appellant contends that it shifted its distillery and the attached bottling plant from Nawabganj, Sharanpur to Yusufpur, Tapari Road, Saharanpur.4.	Facts
When this was the position the appellant received a letter dated 9.7.1991 wherein, according to the appellant, for the first time the appellant was informed that it was granted a licence to run a bottling warehouse at Sahibabad only till such time as the appellant shifted its distillery and bottling plant from the existing site at Saharanpur and since that shifting has taken place, the Government was not willing to continue with the temporary permission give to it to do the bottling process at Sahibabad, district Ghaziabad.	Facts
By the said letter, the appellant was called upon to show cause why the sanction accorded to it to establish a bottling filling plant at Sahibabad be not revoked.5.	Facts
To the aforesaid letter of the Government, the appellant replied on 7.8.1991 stating that the licence granted to it to run a bottling warehouse at Sahibabad, district Ghaziabad, was totally unconnected with its distillery and bottling plant at Saharanpur and was independent of the same.	Facts
They stated that they sought permission and the same was granted to establish a bottling plant at Sahibabad because of its proximity to the State of Delhi and because of the contract it had with the Government of Delhi to supply huge quantity of countryliquor and it had no connection whatsoever with the shifting of the distillery and the being plant attached to that distillery at Saharanpur.	Facts
The Government, however, did not agree to this stand of the appellant and by a letter of 6.11.1992 directed the appellant to take necessary steps to stop the bottling plant at Sahibabad and mandated that all further bottling of the arrack manufactured by the appellant should be done only at the relocated site of its distillery at Shaaranpur within 3 months from the date of the said order.6.	Facts
The appellant challenged the said cancellation of its licence to run the bottling plaint at Sahibabad, district Ghaziabad, by way of a writ petition before the High Court of Judicature at Allahabad in Civil Misc.	Facts
W.P. No. 172/93.	Facts
In the said writ petition, the appellant sought for quashing of the order of the State of U.P. dated 6.11.1992 along with certain other reliefs.7.	Facts
A Division Bench of the High Court came to the conclusion that the permission to start the bottling plant at Sahibabad was not in addition to the bottling plaint run by the appellant at Saharanpur but was as a temporary measure to facilitate the appellant to shift its distillery and bottling plant from the existing site at Saharanpur to another site at Nawabganj, Saharanpur, the High Court further held now that a new distillery and bottling plant have been set up at an appropriate place at Saharanpur, the appellant cannot be permitted to use the bottling plant at Sahibabad.	Facts
On that premise the writ petition came to be dismissed, giving 3 months time to the appellant to shift its bottling plant from Sahibabad to the new distillery situated at Yusufpur, Tapari Road.	Facts
Before us, Mr. Shanti Bhushan, learned senior counsel has contended that the application of the appellant which was made as far back as on 14.7.1980 was based on certain special facts inasmuch as the appellant has obtained major contracts for the supply of countryliquor to the State of Delhi and in executing the said contract, the appellant was finding difficulty in transpiring such huge quantity of arrack bottled from Saharanpur to different places at Delhi.	Arguments of Petitioner
Therefore, with an intention of making supply of countryliquor to Delhi easier and economical, the appellant approached the Government with permission to establish only a bottling plaint so that it could bring the permissible rawliquor form its distillery and other permissible places and convert the same to potable arrack and bottle them at its bottling plant closer to Delhi whereby apart from preventing wastage of liquor in transit, the appellant would also save considerable amount of money in transportation.	Arguments of Petitioner
This, according to the appellant, is clear from the contents of its application made to the Government.	Arguments of Petitioner
Mr. Shanti Bhusband also contended that the permission granted to the appellant pursuant to its application dated 29.7.1980 also indicates it clear terms that it is a permission for starting an independent bottling unit at the place to be notified by the appellant in the district of Ghaziabad.	Arguments of Petitioner
He says that a perusal of this permission shows that it was meant for bottling arrack to be supplied at Deli.	Arguments of Petitioner
He pointed out that the licence given to establish and run the bottling plant at Sahibabad was an independent licence and was not in substitution of the bottling plant which was being run at that point of time at Nawabganj, Saharanpur.	Arguments of Petitioner
He contest that the belated stand of the Government that the bottling unit at Sahibabad was only a temporary arrangement and was meant to be in existence only till the shift of the bottling unit at Sahibabad is not supported by any material on record and is contrary to facts.	Arguments of Petitioner
It is urged that the appellant has spent huge sums of money in establishing a modern bottling plant at Sahibabad, district Ghaziabad, because of the volume of its business with the State of Delhi, and it would be futile to contend that such huge amounts for a permanent bottling unit would have been expended by the appellant if the licence granted to it was not a permanent one.	Arguments of Petitioner
He contends that this stand of the Government that the licence to run the bottling unit at Sahibabad is only transitory in nature, is a lame excuse.	Arguments of Petitioner
On behalf of the State it is contended by Mr. Subodh Markandeya, learned senior counsel contended that in fact the permission accorded vide letter dated 29.7.1980 was only temporary and for the limited period during which the appellant had to shift his distillery and the bottling plant at Saharanpur from Nawabhganj, Saharanpur to some other place and now that it has reestablished its distillery and the bottling plant at another place in Saharanpur, it has no right to operate the bottling plant at Sahibabad.10.	Arguments of Respondent
Having heard learned counsel for the parties in extenso are perused the records, the only question that arises for our consideration is whether the appellant was given sanction to start an independent and additional bottling warehouse at Sahibabad, district Ghazizbad by the competent authorities was it only a temporary permission to facilitate the appellant to continue with the process of bottling during shifting of its distillery and the bottling plant from one place to another at Saharanpur.	Issue
We have already referred to the application made by the appellant for grant of permission to start a bottling in district Ghaziabad on 14.7.1980 so also the permission accorded by the authorities on 29.7.1980.	Arguments of Petitioner
Basically, the necessary material to decide the above questions is found in these two documents.	None
Though we have referred to the said document in some detail earlier, we think it appropriate to refer to it at the cost of repetition once again while deciding these questions.	None
As per the letter dated 14.7.1980, the appellant sought for licence for establishment of bottling warehouse in Ghaziabad.	Facts
In the sadi letter applicant, the appellant stated that the company has been awarded annual licence for wholesale supply of countryliquor to Delhi Administration for the last 7 years continuously.	None
It also stated for the current year (referable to the date of the letter) that the Delhi Administration had granted licences for two brands of liquor, namely, countryliquor and Rum 50 degree strength.	None
It also stated that the State of U.P. earns substantial revenue in the form of export duty on the supplies of liquor made by the appellant to the Delhi Administration which according to the appellant was to the tune of crores of rupees.	None
The letter further stated that in view of the bittern competition from distillers in other neighbouring States like Punjab, Haryana and Himachal Pradesh, the appellant was finding it economically difficult to complete with other us suppliers because of the fact that it had to transport bottled liquor from Saharanpur all the way to Delhi.	None
In the process, it is stated that a large quantity of liquor also gets wanted and the cost of transportation was also becoming uneconomical.	None
They had pointed out that if it lost the contract with the Delhi Administration then the State of U.P. also stood to loss crores of rupees in excise revenue.	None
Therefore, the letter specifically stated that it is in the interest of both the appellant and the U.P. Government to permit the appellant to establish its additional bottling warehouse at Ghaziabad.	None
They further stated that they will be investing on the establishment of the said warehouse with a long term perspective.	None
So it in the these circumstances that the appellant sought permission from the respondents to establish a new bottling warehouse at district Ghaziabad.	None
The respondent vide its letter dated 29.7.1980 informed the appellant that they are allowed to bottle country spirit under a bond for experts in a bonded warehouse to be licensed at Ghaziabad in suitable premises provided by the appellant on the conditions mentioned in the said letter.	Facts
One of the conditions enumerated therein stated that the appellant was permitted to reduce the plain country spirit into spiced country spirit in the said bottling warehouse at Ghaziabad, and that it should provide office facilities for the excise official who will be incharge of the bonded warehouse attached to the bottling premises, and that the appellant should make necessary arrangements to execute counterpart agreement to receive the necessary CLI and FLIII licences from the Commissioner of Excise and the Collector, Ghaziabad, respectively.	None
In the background of what is urged on behalf of the State, it should be noticed from this letter that there is absolutely no indication whatsoever to show that this permission to start the bottling unit at district Ghaziabad was either temporary or was in lieu of the bottling unit at Saharanpur.	None
Neither the application of the appellant dated 14.7.1980 nor the sanction of the respondents dated 29.7.1980 has made any reference whatsoever to the bottling plant attached to the distillery of the appellant at Saharanpur.	None
From the reasons given by the appellant for starting the bottling plaint at Ghaziabad and the conditions attached to the approval of such sanction to start the bottling plant at Ghaziabad, we cannot even remotely come to the conclusion that this permission was either temporary or was in lieu of the bottling plant at Saharanpur.	Reasoning
However, the respondents strongly relied upon letter dated 9.7.1991 wherein it had informed the appellant that the permission to establish a bottling plant was granted vide its letter dated 7.9.1988 and was meant as a temporary measure till the construction of a distillery plant at Sahibabad, district Ghaizabad, by the appellant.	None
It was also mentioned in the said letter that CLI licence was issued to the appellant for its unit at Ghaziabad on the condition that the distillery will shift the work from Saharanpur to Sahibabad, district Ghaziabad.	None
It is true that the letter of 9.7.1991 does state	None
so	None
but then that letter relies upon an earlier letter dated 7.9.1988.	None
A perusal of that letter of 7.9.1988 clearly shows that it had nothing to do with the establishment of the bottling plant at district Ghaziabad.	None
While appreciating the contents of that letter, we will have to bear in mind certain additional facts such as after the permission was granted to the appellant to establish the bottling plaint in district Ghaziabad, the appellant seems to have run into certain difficulties while running its distillery at Saharanpur.	None
Therefore, they corresponded with the Government to shift its distillery along with the existing bottling plant from Saharanpur to some other place.	None
It is in that context that the Government wrote letter dated 7.9.1988 which was nearly 8 years after the sanction granted to start the bottling warehouse at district Ghaziabad.	None
This letter conveying approval of the Government to transfer the site of the appellants distillery from Saharanpur to a place near the existing site in Saharanpur and to install the required pollution control devices at the new site, made a reference to the existing bottling plant attached to that distillery and stated that the Deptt.	Facts
would have no objection to the work of bottling in the godown by the producer in other district (i.e. Ghaziabad) provided there shall not be lay off in the number of the workers working in the distt.	None
Saharanpur.	None
In our opinion, this reference to the bottling plant in the letter of 7.9.1988 or the place Ghaziabad cannot be in any manner connected with the bottling plant already permitted to be established at district Ghaziabad in the year 1980 by the Government.	Reasoning
Per contra, it is clear that this is with reference to the bottling plant which was attached to the distillery at Saharanpur.	None
Therefore, we find that reference to letter dated 7.9.1988 in the letter of the Government dated 9.7.1991 is wholly misplaced and the respondents in our opinion cannot make that as the basis for contending that the licence issued to the appellant for establishing a bottling plaint at Ghaziabad was in lieu of the bottling plaint at Saharanpur or was in fact a temporary one.	None
In this regard we are supported by certain nothings found in the notes and orders of the Excise Commissioners office, U.P., Allahabad, in File No. II Technical D19 pages 33, 24, 39 and 40 which was exhibited as Annexure A17 before the High Court.	None
The notings in clear terms show that what was intended to be granted to the appellant by the letter of the respondent dated 29.7.1980 was a permission to start a new bottling plant and grant of a new bottling licence.	None
In this background if we have to consider the impugned order of the respondents dated 6.11.1992	Reasoning
it is seen that an entirely new stand has been taken on behalf of the State.	Reasoning
This letter the original of which is in Hindi and a fresh translation thereof was provided to us on behalf the State interalia states	None
It is also made clear that during this period you must stop the Bottling plant at Sahibabad and further bottling must only be done at your relocated site of your distillery at Saharanpur.	Reasoning
After the expiry of these 3 months you will not be alloted any alcohol from other distillers for your bottling plant at Sahibabad.	Reasoning
Actually, this was a letter in reply to the complaint of the appellant on insufficient electric supply to its distillery at the relocated plant.	Reasoning
In this letter the State took the opportunity of informing the appellant of closing its bottling plant at Sahibabad.	Reasoning
By this letter it is clear that the respondents treated the earlier permission granted to the appellant as a temporary permission to last till the appellant shifted its distillery and the bottling plant attached to it.	Reasoning
We have already noticed that from the original application and the sanction granted thereof, it is clear that the permission to start the bottling plant in district Ghaziabad which was ultimately established at Sahibabad, district Ghaziabad, was not temporary or standby permission.	Reasoning
It was given for a specific purpose of facilitating the appellant to bottle bulk countryliquor at Sahibabad so that the appellant could compete with the other bidders for supply of country liquor to the State of Delhi.	Reasoning
That permission cannot be treated as a permission having been granted as a standby permission till the appellant shifted its distillery and the bottling unit at Saharanpur.	Reasoning
We are satisfied that the High Court has erred in coming to the conclusion that the licence granted to the appellant to establish and run a bottling unit at Sahibabad, district Ghaziabad is a temporary one.14.	Reasoning
We however make it clear that if the appellant has not complied with any of the provisions of the said Excise Act and Rules or has contravened any of the provisions of the Act or any of the terms of the licence, it is open to the State to take such action as is legally permissible but this licence to run a bottling warehouse at Sahibabad, district Ghaziabad, shall not be cancelled on the ground that the same was granted as a temporary measure.	Reasoning
In the result, the appeal succeeds and is allowed.	Decision
The order dated 16.11.1992 is hereby set aside.	Decision
No costs.	Decision
